source_name,type,provider,category,endpoint_url,auth,price_tier,update_freq,granularity,fields_returned,cors,rate_limit,integration_path,cre_use,source_file,source_locator,status_flag,provenance_files,occurrence_count
Atlanta Fed GDPNow — Page,RAW_API,Atlanta Fed,economic,https://www.atlantafed.org/research-and-data/data/gdpnow,No API key,,~8× per quarter,,Excel spreadsheet link,,,BUILD_RAW_API,"GDP nowcast speedometer | CRE Relevance: Real-time GDP tracker; GDP contraction triggers CRE distress cycle; Q1 2026 WEI/GDPNow divergence is a key watch[^7][^8] | Indicator: Atlanta Fed GDPNow | Series ID / Slug: GDPNOW | Cadence & Release Time (ET): Updated on each major data release day throughout quarter, typically 2–6×/week during active quarter | Lag from Period-End: Current quarter, continuously updated",US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 28 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 28 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 10 / Line 599,REVIEW,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,3
Dallas Fed WEI — Page,RAW_API,Dallas Fed,demographic,https://www.dallasfed.org/research/wei,No API key,,Weekly,,CSV / FRED JSON,,,BUILD_RAW_API,"Composite activity sparkline | CRE Relevance: 10-indicator composite (consumer, labor, production) scaled to 4Q GDP; fastest macro regime gauge available[^10][^11] | Indicator: NY Fed Weekly Economic Index (WEI) | Series ID / Slug: WEI | Cadence & Release Time (ET): Weekly, Thursday ~10:30 AM CT | Lag from Period-End: ~5 days",US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 38 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 38 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 10 / Line 598,REVIEW,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,3
Philadelphia Fed ADS — Page,RAW_API,Philadelphia Fed,demographic,https://www.philadelphiafed.org/surveys-and-data/real-time-data-research/ads,No API key,,Real-time (8× per month),,Excel download on page,,,BUILD_RAW_API,"Sub-weekly nowcast bar | CRE Relevance: Blends 6 series (claims, payrolls, IP, income, trade sales, GDP); highest-frequency business conditions gauge for CRE cycle positioning[^14][^15] | Indicator: Philly Fed ADS Business Conditions Index | Series ID / Slug: ADS_index | Cadence & Release Time (ET): Updated ~8× per month as underlying data releases | Lag from Period-End: Coincident, real-time",US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 41 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 41 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 10 / Line 595,REVIEW,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,3
BLS API v2,UNKNOWN,,economic,Same endpoint as CES,BLS-KEY,,,,JSON,,,UNKNOWN,"JOLTS openings sparkline, quits rate | CRE Relevance: Quits rate is forward demand signal for multifamily (household formation); openings tighten or loosen office/industrial leasing[^9] | Indicator: BLS JOLTS: Job Openings, Quits, Hires | Series ID / Slug: JTU000000000JOL (openings), JTU000000000HIL (hires), JTU000000000QUL (quits), JTU000000000TSL (total separations) | Cadence & Release Time (ET): Monthly: 4th Tuesday (~4 weeks after reference month), 10:00 AM | Lag from Period-End: ~60 days",US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 51 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 52 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 53 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 54 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 55 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 56 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 57 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 58 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 59 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 51 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 52 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 53 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 54 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 55 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 56 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 57 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 58 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 59,REVIEW,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md,18
Chicago Fed CFNAI — Current Data Page,RAW_API,Chicago Fed,demographic,https://www.chicagofed.org/research/data/cfnai/current-data,NONE / FRED-KEY,,Monthly (last business day of month),,Excel link on page,,,BUILD_RAW_API,"Broad activity composite tile | CRE Relevance: 85-variable composite; CFNAI-MA3 < –0.70 = recession in progress; broader than any single Fed survey[^31][^32] | Indicator: Chicago Fed CFNAI | Series ID / Slug: CFNAI, CFNAI-MA3 | Cadence & Release Time (ET): Monthly: last week of month, 8:30 AM | Lag from Period-End: ~30 days",US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 64 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 64 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 10 / Line 594,REVIEW,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,3
Kansas City Fed Manufacturing Survey — Page,RAW_API,Kansas City Fed,demographic,https://www.kansascityfed.org/surveys/manufacturing-survey/,No API key,,Monthly,,Excel on release page,,,BUILD_RAW_API,"Plains manufacturing gauge | CRE Relevance: Agricultural and energy-related industrial CRE demand in Kansas, Nebraska, Oklahoma, Colorado[^40][^41] | Indicator: Kansas City Fed Manufacturing Survey | Series ID / Slug: Excel data tables | Cadence & Release Time (ET): Monthly: last Thursday of month | Lag from Period-End: ~30 days",US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 72 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 72 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 10 / Line 601,REVIEW,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,3
NY Fed Survey of Consumer Expectations (SCE),RAW_API,,economic,https://www.newyorkfed.org/microeconomics/sce,NONE,FREE (interactive + CSV),Monthly,"National (1,300 household panel)",CSV download + interactive charts[^44][^45] | Specific Fields: 1/3/5-year inflation expectations; labor market expectations; earnings/spending growth expectations; job loss probability; home price expectations,,,BUILD_RAW_API,"Expectations dashboard | CRE Relevance: Housing section includes: home price expectations (1Y and 3Y ahead), moving intentions, rent vs. buy preferences — direct CRE demand signal[^51] | Indicator: NY Fed Consumer Expectations Survey (SCE) | Series ID / Slug: Per-topic CSVs (inflation expectations, credit access, housing market, labor market) | Cadence & Release Time (ET): Monthly: 2nd Monday, 11:00 AM | Lag from Period-End: ~30 days",US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 77 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 77 || US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md@line 69,REVIEW,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md,3
FOMC Calendar — Programmatic parse from Fed HTML (Python),SCRAPE_TARGET,Federal Reserve Board,infrastructure,https://www.federalreserve.gov/monetarypolicy/fomccalendars.htm,No API key,,Annually + updates,,HTML / iCal,,None,BUILD_RAW_API,FOMC event marker on timeline | CRE Relevance: Every FOMC decision shifts cap rate compression/expansion expectations; hold vs. cut vs. hike changes CRE transaction volume immediately[^61][^62] | Indicator: FOMC Meeting Calendar & Dates | Series ID / Slug: N/A — structured HTML; scrape or use ical feed | Cadence & Release Time (ET): Static calendar; updated annually; minutes released 3 weeks after meeting | Lag from Period-End: N/A,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 84 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md@line 86 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 84 || US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md@line 86 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 3 / Lines 286-292 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 3 / Lines 350-357 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Master Reference Table / Line 617,REVIEW,US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal (1).md; US Macro & Sentiment Indicator Layer — CRE Intelligence Terminal.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,7
Census Monthly Retail Trade Survey (MRTS),RAW_API,Census,demographic,"https://api.census.gov/data/timeseries/eits/mrts?get=cell_value,time_slot_name,category_code&for=us:*&time=from+2024-01&key=YOUR_KEY",Census API key,FREEMIUM-A (free API key),Monthly (revised; ~1 month lag),National + state-level (MSRS),JSON API[^31] | Specific Fields: Revised retail trade by category; Monthly State Retail Sales (MSRS) available separately,,Generous,BUILD_RAW_API,Structural Retail Benchmark | Cross-Verifiable With: MARTS; BEA PCE | Notes / Gotchas: More granular than MARTS; includes state-level (MSRS). Revised figures incorporate more survey responses.,US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md@line 58 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 7 / Line 534,REVIEW,US Retail Pulse & Office Return-to-Work  Free Data Source Master Map (2024–2026).md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,2
Census ACS — Median Household Income (B19013) by tract,RAW_API,U.S. Census Bureau,demographic,"https://api.census.gov/data/2023/acs/acs5?get=NAME,B25003_001E,B25003_002E,B25003_003E&for=metropolitan+statistical+area/micropolitan+statistical+area:*&key=YOUR_KEY",Free key at https://api.census.gov/data/key_signup.html,Free,Annual (5-yr release each December/January),"state+county FIPS, tract code",B01001_001E total; B01001_011E+B01001_012E males 25-34; B01001_035E+B01001_036E females 25-34 (sum = key renter cohort); JSON,Yes,"500 variables/call, no published daily cap (heavy users may be throttled)",BUILD_RAW_API,"""Commute Mode Mix"" tile (drove alone / public transit / WFH donut chart)",compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md@line 49 CATEGORY 1 || compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md@line 83 CATEGORY 1 || compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md@CATEGORY 2 line 99 || compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md@CATEGORY 2 line 100 || compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md@CATEGORY 2 line 101 || compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md@CATEGORY 2 line 102 || compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md@CATEGORY 2 line 103 || compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md@CATEGORY 2 line 104 || compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md@CATEGORY 2 line 105 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Section 7 / Line 535 || CRE Intelligence Terminal — Production-Ready API Recipe Book.md@Master Reference Table / Line 628,REVIEW,compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md; CRE Intelligence Terminal — Production-Ready API Recipe Book.md,11
Census ACS — Housing Units (B25001/B25002),UNKNOWN,Census Bureau,demographic,,,Free,,tract/ZIP,,,,UNKNOWN,see Demographics #10,compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md,compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md@line 345 CATEGORY 5,REVIEW,compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md,1
Nationwide free zoning APIs by address,UNKNOWN,,energy,,,,,,,,,UNKNOWN,"None exist as fully free + nationwide. Zoneomics, Regrid (Landgrid), and ATTOM are all paid. Zoneomics offers 100,000 free tile calls for map overlay (no attribute query). Regrid offers a 7-day CC-gated trial only. Best free strategy: maintain a city-by-city ArcGIS REST registry",compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md,compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md@line 460 CATEGORY 7,REVIEW,compass_artifact_wf-5f02d687-92af-4e88-a59b-55245ba3ca7c_text_markdown.md,1
CoStar Group,RAW_API,CoStar Group,housing_re,https://www.costargroup.com/press-room/legal,,,,,,,,BUILD_RAW_API,"Dominant force in CRE data; aggressive litigator (sued CREXi, Zillow). Not a vendor source for Terminal per the document (litigation risk); contextual reference",CRE Data Acquisition Cost Model.md,CRE Data Acquisition Cost Model.md@Section 3.1 lines 95-100,REVIEW,CRE Data Acquisition Cost Model.md,1
Zillow,UNKNOWN,Zillow,housing_re,,,,,,,,,UNKNOWN,"Listing portal mentioned in litigation context (CoStar copyright infringement suit, Compass antitrust suit); not a Terminal vendor",CRE Data Acquisition Cost Model.md,CRE Data Acquisition Cost Model.md@Section 3.1 line 100; Section 3.2 line 106,REVIEW,CRE Data Acquisition Cost Model.md,1
RealPage,UNKNOWN,RealPage,demographic,,,,,,revenue management software; algorithmic pricing recommendations for multifamily landlords,,,UNKNOWN,Revenue management software mentioned in DOJ antitrust context; cautionary example for Terminal regarding algorithmic price-fixing liability,CRE Data Acquisition Cost Model.md,CRE Data Acquisition Cost Model.md@Section 3.3 lines 113-114,REVIEW,CRE Data Acquisition Cost Model.md,1
CoreLogic,UNKNOWN,CoreLogic,zoning_parcel,,,,,,,,,UNKNOWN,Established vendor mentioned alongside Reonomy for proprietary ML entity resolution algorithms and standardized property schemas,CRE Data Acquisition Cost Model.md; Terminal_Intelligence_Brief.md,CRE Data Acquisition Cost Model.md@Section 5.4 line 225 || Terminal_Intelligence_Brief.md@line 69 (Ownership & Parcel Intelligence),REVIEW,CRE Data Acquisition Cost Model.md; Terminal_Intelligence_Brief.md,2
U.S. Census Bureau,UNKNOWN,U.S. Census Bureau,demographic,,,,,,"multifamily unit completions data (591,400 in 2024)",,,UNKNOWN,Demographics: U.S. Census Bureau (45 datasets including ACS 5-year estimates),CRE Data Acquisition Cost Model.md; Terminal_Intelligence_Brief.md,CRE Data Acquisition Cost Model.md@Section 1.1 line 9 || Terminal_Intelligence_Brief.md@line 21 (Demographics),REVIEW,CRE Data Acquisition Cost Model.md; Terminal_Intelligence_Brief.md,2
Special servicing rates,UNKNOWN,,capital_markets,,,,,,,,,UNKNOWN,CRE dashboard — quarterly special servicing aggregate,Terminal_Research_Prompts_May2026.md,Terminal_Research_Prompts_May2026.md@SEARCH 2 line 373,REVIEW,Terminal_Research_Prompts_May2026.md,1
Job growth rate by MSA,UNKNOWN,,other,,,,,,,,,UNKNOWN,Broker portal — job growth rate by MSA,Terminal_Research_Prompts_May2026.md,Terminal_Research_Prompts_May2026.md@SEARCH 3 line 479,REVIEW,Terminal_Research_Prompts_May2026.md,1
Fire station response time,UNKNOWN,,other,,,,,,,,,UNKNOWN,Broker portal — fire station response time,Terminal_Research_Prompts_May2026.md,Terminal_Research_Prompts_May2026.md@SEARCH 3 line 551,REVIEW,Terminal_Research_Prompts_May2026.md,1
Property tax rates by county,UNKNOWN,,other,,,,,,,,,UNKNOWN,Broker portal — county property tax rates,Terminal_Research_Prompts_May2026.md,Terminal_Research_Prompts_May2026.md@SEARCH 3 line 571,REVIEW,Terminal_Research_Prompts_May2026.md,1
Nationwide zoning lookup API,UNKNOWN,,zoning_parcel,,,,,,,,,UNKNOWN,Broker portal — nationwide zoning lookup by address/parcel,Terminal_Research_Prompts_May2026.md,Terminal_Research_Prompts_May2026.md@SEARCH 3 line 593,REVIEW,Terminal_Research_Prompts_May2026.md,1
Israeli mortgage rate data,UNKNOWN,,demographic,,,,,,,,,UNKNOWN,Broker portal — Israeli mortgage rate data,Terminal_Research_Prompts_May2026.md,Terminal_Research_Prompts_May2026.md@SEARCH 3 line 613,REVIEW,Terminal_Research_Prompts_May2026.md,1
